item no.,safety_stock,rop,warehouse_capacity,min,max,lead_time,avg,item description,base uom,po uom,abc classification,item category,category description,quantity on hand,product group,product group description,rank,discontinued,unit price_first tier,eor
13GRAFISKDC330-3-5,,,,,,1,,AccuSmart13GRAFISKDC3303-5,EA,EA,,PS,PrintShop,2,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-4-2,,,,,,1,,AccuSmart13GRAFISKDC3304-2,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-4-4,,,,,,1,,AccuSmart13GRAFISKDC3304-4,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-4-5,,,,,,1,,AccuSmart13GRAFISKDC3304-5,EA,EA,,PS,PrintShop,1,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-4-6,,,,,,1,,AccuSmart13GRAFISKDC3304-6,EA,EA,,PS,PrintShop,1,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-5-1,,,,,,1,,AccuSmart13GRAFISKDC3305-1,EA,EA,,PS,PrintShop,2,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-5-2,,,,,,1,,AccuSmart13GRAFISKDC3305-2,EA,EA,,PS,PrintShop,1,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-6-1,,,,,,1,,AccuSmart13GRAFISKDC3306-1,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-6-2,,,,,,1,,AccuSmart13GRAFISKDC3306-2,EA,EA,,PS,PrintShop,1,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-6-3,,,,,,1,,AccuSmart13GRAFISKDC3306-3,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-6-5,,,,,,1,,AccuSmart13GRAFISKDC3306-5,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-6-7,,,,,,1,,AccuSmart13GRAFISKDC3306-7,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-7-2,,,,,,1,,AccuSmart13GRAFISKDC3307-2,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-7-7,,,,,,1,,AccuSmart13GRAFISKDC3307-7,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-8-1,,,,,,1,,AccuSmart13GRAFISKDC3308-1,EA,EA,,PS,PrintShop,3,PS1,PrintShopSupplies,NotApplicable,No,,
13GRAFISKDC330-8-2,,,,,,1,,AccuSmart13GRAFISKDC3308-2,EA,EA,,PS,PrintShop,,PS1,PrintShopSupplies,NotApplicable,No,,
14038-31700,,,,,,1,,EPSFumeVent,EA,EA,,PS,PrintShop,1,PS1,PrintShopSupplies,NotApplicable,No,,
14226,383.33333333333326,575,1150,6,115,5,38.333333333333336,900CTCONESUPPLYPRE-ROLLEDCONES84/26,BOX,BOX,C,J,Pre-Rolls,,J1,BrownCones,Next250,No,80,
14234,333.33333333333326,1230,2266,85,246,5,179.33333333333334,1400CT-RAWPRE-ROLLEDCONES98/20MM,BOX,BOX,C,J,Pre-Rolls,194,J1,BrownCones,Top50,No,120,1.3597048396100921
14351,694.1666666666665,2320,4216,224,464,5,325.1666666666667,800CTFUTUROLAWHTPREROLLCONESSLIMSIZE98/26,CASE,CASE,C,J,Pre-Rolls,424,J2,WhiteCones,Top50,No,98,1.238468825383401
14421,113.33333333333331,275,478,13,55,5,32.333333333333336,400CTFUTUROLABLUNTCONES84/26,BOX,BOX,C,J,Pre-Rolls,72,J1,BrownCones,Top51-150,No,249,0.9477067838462212
14422,373.33333333333326,680,1358,18,136,5,61.333333333333336,400CTFUTUROLABLUNTCONESKINGSIZE109/26,BOX,BOX,C,J,Pre-Rolls,2,J1,BrownCones,Top51-150,No,249,7.831560082980487
14425,2177.5,3610,7038,153,722,5,286.5,800CTFUTUROLAWHITECONESKINGSIZE109/26,BOX,BOX,C,J,Pre-Rolls,182,J2,WhiteCones,Top50,No,98,1.7743595036946849
14426,221.66666666666657,1510,2760,94,302,5,257.6666666666667,900CTFUTUROLAPREROLLEDCONES84/26DUTCHBROWN,BOX,BOX,C,J,Pre-Rolls,260,J1,BrownCones,Top50,No,98,1.407853430599678
14451,115,250,408,4,50,5,27,50CTRAWKINGSIZESLIM,BOX,BOX,B,K,RollingSupplies,92,K1,RollingPapers,Top151-250,No,50,0.7661308776828738
14452,20,55,-2,1,11,5,7,20CTKINGPALMMINIPASSIONFRUITFLAVOR,BOX,BOX,C,K,RollingSupplies,112,K2,BluntWraps,OtherPackaging,No,33,0.3535533905932738
14487,328,625,1144,1,125,5,59.4,567CTFUTUROLAWHITEPRE-ROLLPARTYCONE140/26,BOX,BOX,C,J,Pre-Rolls,106,J2,WhiteCones,Top51-150,No,98,1.058657034634509
14488,219,360,678,1,72,5,28.2,567CTFUTUROLABROWNPRE-ROLLPARTYCONE140/26,BOX,BOX,C,J,Pre-Rolls,42,J1,BrownCones,Top51-150,No,98,1.1588171308956141
14489,661.6666666666665,2650,4876,265,530,5,397.6666666666667,900CT-RAWPRE-ROLLEDCONES1-1/4/26MM,BOX,BOX,C,J,Pre-Rolls,424,J1,BrownCones,Top50,No,115,1.3695934300083412
14653,18.33333333333334,135,270,19,27,5,23.333333333333332,48CTZIGZAG11/4inORGANICHPROLLINGPAPER,BOX,BOX,C,K,RollingSupplies,,K1,RollingPapers,Next250,No,44,
14672,528,955,1910,41,191,5,85.4,900CT-OCBVIRGINUNBLEACHEDPREROLLCONES84/26MM,BOX,BOX,C,J,Pre-Rolls,,J1,BrownCones,Top51-150,No,90,
14673,177.6,304,608,8,76,4,31.6,800CT-OCBVIRGINUNBLEACHEDPREROLLCONE109/26MM,BOX,BOX,C,J,Pre-Rolls,,J1,BrownCones,Next250,No,80,
14692,35,75,140,4,15,5,8,20CTKINGPALMMINIBERRYTERPFLAVOR,BOX,BOX,C,K,RollingSupplies,10,K2,BluntWraps,OtherPackaging,No,35,1.2649110640673518
14781,34.16666666666667,75,122,3,15,5,8.166666666666666,20CTKINGPALMMINIWATERMELONWAVEFLAVOR,BOX,BOX,C,K,RollingSupplies,28,K2,BluntWraps,OtherPackaging,No,35,0.7637626158259733
14804,59.16666666666668,235,470,16,47,5,35.166666666666664,"36CTZIGZAG11/4""UNBLEACHEDPRE-ROLLEDCONES",BOX,BOX,A,J,Pre-Rolls,,J3,RetailPacks,Next250,No,36.95,
14817,0,0,-28,2,2,0,2,25CTHIGHHPSORGANICWRAPSHUBBABUBBA,BOX,BOX,C,K,RollingSupplies,28,K2,BluntWraps,NewPackaging,No,17,0.3779644730092272
14908,19.16666666666667,75,122,5,15,5,11.166666666666666,25CTCAMONATURALLEAFWRAPMANGO,BOX,BOX,C,K,RollingSupplies,28,K2,BluntWraps,OtherPackaging,No,18,0.8930952063576691
14909,25,75,115,6,15,5,10,25CTCAMONATURALLEAFWRAPWATERMELON,BOX,BOX,C,K,RollingSupplies,35,K2,BluntWraps,OtherPackaging,No,18,0.7559289460184544
14911,43.33333333333333,95,152,4,19,5,10.333333333333334,25CTCAMONATURALLEAFWRAPVANILLA,BOX,BOX,C,K,RollingSupplies,38,K2,BluntWraps,OtherPackaging,No,18,0.7374684055082001
14940,158.33333333333334,300,593,7,60,5,28.333333333333332,900CTFUTUROLAPRE-ROLLEDSTRAIGHTCONES84/26MM,BOX,BOX,C,J,Pre-Rolls,7,J2,WhiteCones,Next250,No,98,2.845213189769458
14941,27.2,52,50,1,13,4,6.2,900CT-FUTURODUTCHPRE-ROLLEDSTRAIGHTCONES84/26,BOX,BOX,C,J,Pre-Rolls,54,J1,BrownCones,OtherPackaging,No,87.98,0.4791968589521739
15230,439.16666666666663,910,1111,45,182,5,94.16666666666667,800CTCONESUPPLYPRE-ROLLEDWHITE109MMx26MM,BOX,BOX,C,J,Pre-Rolls,709,J2,WhiteCones,Top51-150,No,50.98,0.5153953298461953
15231,125.83333333333334,260,293,4,52,5,26.833333333333332,900CTCONESUPPLYPRE-ROLLEDCONESWHITE84MMx26MM,BOX,BOX,C,J,Pre-Rolls,227,J2,WhiteCones,Next250,No,55.98,0.4862273478259547
15430,391.66666666666663,760,1314,30,152,5,73.66666666666667,1400CT-RAWBLACKPRE-ROLLEDCONES109/26MM,BOX,BOX,C,J,Pre-Rolls,206,J1,BrownCones,Top51-150,No,179.95,0.8457011032197221
15510,118.33333333333329,815,1592,114,163,5,139.33333333333334,1000CT-RAWPRE-ROLLEDCONES1-1/426MM,BOX,BOX,C,J,Pre-Rolls,38,J1,BrownCones,Top51-150,No,105,2.7080128015453204
15562,56.66666666666666,180,339,8,36,5,24.666666666666668,800CTFUTUROLAWHITECONESMINISIZE60/26,BOX,BOX,C,J,Pre-Rolls,21,J2,WhiteCones,Top151-250,No,98,1.532712089469627
15570,0.5,145,290,144,145,1,144.5,"900CT-RAWBLKNATURALPRE-ROLLEDCONE11/4""SIZE",BOX,BOX,C,J,Pre-Rolls,,J1,BrownCones,Next250,No,129,
15571,10,21,42,2,7,3,3.6666666666666665,900CT-CONESUPLYORGHPPRE-ROLLEDCONES11/4in,BOX,BOX,C,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,80,
15572,38.333333333333336,75,150,2,15,5,7.333333333333333,800CTCONESUPPLYORGHPPRE-ROLLEDCONES98MM,BOX,BOX,C,J,Pre-Rolls,,J1,BrownCones,Next250,No,80,
15703,0,0,-26,4,4,0,4,25CTHIGHHPORGANICHPWRAPSAREA51,BOX,BOX,C,K,RollingSupplies,26,K2,BluntWraps,NewPackaging,No,17,0.5547001962252291
15785,0,0,-26,3,3,0,3,25CTHIGHHPORGANICWRAPSDUTCHCREAM,BOX,BOX,C,K,RollingSupplies,26,K2,BluntWraps,NewPackaging,No,17,0.4803844614152614
158,68,375,705,48,75,5,61.4,"25CTELEMENTRICEPAPER1-1/4""",BOX,BOX,B,K,RollingSupplies,45,K1,RollingPapers,Next250,No,23,1.6519348924485158
15826,0,0,-28,2,2,0,2,25CTHIGHHPORGANICWRAPSFLORAPASSION,BOX,BOX,C,K,RollingSupplies,28,K2,BluntWraps,NewPackaging,No,17,0.3779644730092272
15943,36.66666666666667,100,200,5,20,5,12.666666666666666,25CTZIGZAGHPWRAPSNATURAL,BOX,BOX,,K,RollingSupplies,,K2,BluntWraps,OtherPackaging,No,17,
15944,32.5,115,204,9,23,5,16.5,25CTZIGZAGHPWRAPSBLUEDREAM,BOX,BOX,,K,RollingSupplies,26,K2,BluntWraps,OtherPackaging,No,17,1.126601424298216
15945,47.2,116,232,11,29,4,17.2,25CTZIGZAGHPWRAPSOGPURP,BOX,BOX,,K,RollingSupplies,,K2,BluntWraps,Next250,No,17,
15946,32,76,132,5,19,4,11,25CTZIGZAGHPWRAPSISLANDVIBES,BOX,BOX,,K,RollingSupplies,20,K2,BluntWraps,Next250,No,17,1.0488088481701516
16078,189.16666666666663,320,617,6,64,5,26.166666666666668,900CTZIGZAGUNBLEACHEDPRE-ROLLEDCONES84/26,BOX,BOX,,J,Pre-Rolls,23,J1,BrownCones,Top51-150,No,80,1.5084304156442152
16079,20.833333333333336,45,90,2,9,5,4.833333333333333,900CTZIGZAGULTRATHINPRE-ROLLEDCONES84/26,BOX,BOX,,J,Pre-Rolls,,J2,WhiteCones,Next250,No,80,
16083,151.66666666666666,240,480,1,48,5,17.666666666666668,800CTZIGZAGULTRATHINPRE-ROLLEDCONES109/26,BOX,BOX,,J,Pre-Rolls,,J2,WhiteCones,Next250,No,80,
16119,161.66666666666669,350,522,11,70,5,37.666666666666664,1400CT-RAWORGANICHPPRE-ROLLEDCONES109/26,BOX,BOX,,J,Pre-Rolls,178,J2,WhiteCones,Top151-250,No,143.98,0.6505543588223597
16208,20,50,52,2,10,5,6,25CTKUSHHERBALWRAPSORIGINAL,BOX,BOX,,Y,InventoryPurchasePause,48,Y23,PauseRollingPapers,NewPackaging,No,14.5,0.5
16209,0,0,-50,2,2,0,2,25CTKUSHHERBALWRAPSZERO,BOX,BOX,,Y,InventoryPurchasePause,50,Y23,PauseRollingPapers,NewPackaging,No,15,0.282842712
16210,7.5,20,-6,1,4,5,2.5,25CTKUSHHERBALWRAPSBERRIES,BOX,BOX,,Y,InventoryPurchasePause,46,Y23,PauseRollingPapers,NewPackaging,No,15,0.3296902366978935
16212,20,35,21,1,7,5,3,25CTKUSHHERBALWRAPSLEMONADE,BOX,BOX,,Y,InventoryPurchasePause,49,Y23,PauseRollingPapers,NewPackaging,No,14.5,0.3499271061118826
16213,0,0,-46,4,4,0,4,25CTKUSHHERBALWRAPSSWEET,BOX,BOX,,Y,InventoryPurchasePause,46,Y23,PauseRollingPapers,NewPackaging,No,14.5,0.41702882811414954
16214,0,0,-45,5,5,0,5,25CTKUSHULTRAHERBALWRAPSBERRIES,BOX,BOX,,Y,InventoryPurchasePause,45,Y23,PauseRollingPapers,NewPackaging,No,17,0.4714045207910317
16215,0,0,-44,6,6,0,6,25CTKUSHULTRAHERBALWRAPSKIWISTRAWBERRY,BOX,BOX,,Y,InventoryPurchasePause,44,Y23,PauseRollingPapers,NewPackaging,No,17,0.5222329678670935
16216,0,0,-45,5,5,0,5,25CTKUSHULTRAHERBALWRAPSLEMONADE,BOX,BOX,,Y,InventoryPurchasePause,45,Y23,PauseRollingPapers,NewPackaging,No,17,0.4714045207910317
16217,5,20,-6,2,4,5,3,25CTKUSHULTRAHERBALWRAPSSWEET,BOX,BOX,,Y,InventoryPurchasePause,46,Y23,PauseRollingPapers,OtherPackaging,No,17,0.3611575592573076
16218,2.6666666666666643,52,93,12,13,4,12.333333333333334,15CTKUSHINFUSEDWRAPSBERRYGELATO,BOX,BOX,,Y,InventoryPurchasePause,11,Y23,PauseRollingPapers,OtherPackaging,No,12,1.497472618255253
16219,23.75,45,75,1,9,5,4.25,15CTKUSHINFUSEDWRAPSMIMOSA,BOX,BOX,,Y,InventoryPurchasePause,15,Y23,PauseRollingPapers,NewPackaging,No,12,0.752772653
16220,17.333333333333336,60,104,8,15,4,10.666666666666666,15CTKUSHINFUSEDWRAPSPINKCOOKIES,BOX,BOX,,Y,InventoryPurchasePause,16,Y23,PauseRollingPapers,OtherPackaging,No,12,1.1547005383792515
16221,10,35,50,1,7,5,5,15CTKUSHINFUSEDWRAPSSFVOG,BOX,BOX,,Y,InventoryPurchasePause,20,Y23,PauseRollingPapers,OtherPackaging,No,10,0.7071067811865476
16222,0,0,-21,3,3,0,3,15CTKUSHCONICALHERBALZERO,BOX,BOX,,Y,InventoryPurchasePause,21,Y23,PauseRollingPapers,NewPackaging,No,13,0.5345224838248488
16223,23.333333333333336,45,80,2,9,5,4.333333333333333,15CTKUSHCONICALHERBALLEMONADE,BOX,BOX,,Y,InventoryPurchasePause,10,Y23,PauseRollingPapers,NewPackaging,No,13,0.9309493362512627
16224,10,26,52,2,13,2,8,15CTKUSHULTRACONICALHERBALBERRIES,BOX,BOX,,Y,InventoryPurchasePause,,Y23,PauseRollingPapers,OtherPackaging,No,15,
16225,15,35,59,1,7,5,4,15CTKUSHULTRACONICALHERBALKIWISTRAWBERRY,BOX,BOX,,Y,InventoryPurchasePause,11,Y23,PauseRollingPapers,NewPackaging,No,14.5,0.8528028654224418
16226,8.75,25,41,2,5,5,3.25,15CTKUSHULTRACONICALHERBALLEMONADE,BOX,BOX,,Y,InventoryPurchasePause,9,Y23,PauseRollingPapers,OtherPackaging,No,15,0.8498365855987975
16227,23.333333333333336,45,79,1,9,5,4.333333333333333,15CTKUSHULTRACONICALHERBALSWEET,BOX,BOX,,Y,InventoryPurchasePause,11,Y23,PauseRollingPapers,NewPackaging,No,15,0.8876253645985945
16228,0,0,0,1,1,0,1,15CTKUSHULTRACONICALHERBALMIXEDGRAPE,BOX,BOX,,Y,InventoryPurchasePause,,Y23,PauseRollingPapers,NewPackaging,No,14.5,
16229,15,35,50,1,7,5,4,12CTKUSHCONICALINFUSEDBERRYGELATO,BOX,BOX,,Y,InventoryPurchasePause,20,Y23,PauseRollingPapers,NewPackaging,No,11.5,0.6324555320336759
16230,11.666666666666664,35,52,1,7,5,4.666666666666667,12CTKUSHCONICALINFUSEDMIMOSA,BOX,BOX,,Y,InventoryPurchasePause,18,Y23,PauseRollingPapers,NewPackaging,No,12,0.7200822998230956
16231,8.333333333333336,30,41,2,6,5,4.333333333333333,12CTKUSHCONICALINFUSEDPINKCOOKIES,BOX,BOX,,Y,InventoryPurchasePause,19,Y23,PauseRollingPapers,NewPackaging,No,11.5,0.6753816335059705
16233,24.166666666666664,55,109,2,11,5,6.166666666666667,4CTKUSHGOLDWOVENCONEKINGSIZE,BOX,BOX,,J,Pre-Rolls,1,J3,RetailPacks,OtherPackaging,No,49,3.5118845842842465
16236,0,0,-23,1,1,0,1,900CTKUSHRICEPRE-ROLLEDCONES84/26MM,BOX,BOX,,J,Pre-Rolls,23,J2,WhiteCones,NewPackaging,No,80,0.29488391230979427
16240,103.75,155,304,1,31,5,10.25,800CTKUSHPRE-ROLLEDCONESUNBLEACHED109X26,BOX,BOX,,J,Pre-Rolls,6,J1,BrownCones,Next250,No,69,1.848422751068236
16241,,,,,,1,,1400CTKUSHPRE-ROLLEDCONESUNBLEACHED109X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,119,
16242,98,135,165,1,27,5,7.4,800CTKUSHPRE-ROLLEDCONESHPWHITE109X26,BOX,BOX,,J,Pre-Rolls,105,J2,WhiteCones,Next250,No,69,0.3754362541795624
16243,48.75,100,144,1,20,5,10.25,800CTKUSHPRE-ROLLEDCONESUNBLEACHED98X26,BOX,BOX,,J,Pre-Rolls,56,J1,BrownCones,OtherPackaging,No,54.98,0.6050383695034792
16244,47.25,72,130,1,24,3,8.25,800CTKUSHPRE-ROLLEDCONESORGHP98X26,BOX,BOX,,J,Pre-Rolls,14,J1,BrownCones,OtherPackaging,No,69,1.0856202966836188
16245,0,0,-61,11,11,0,11,900CTKUSHPRE-ROLLEDCONESUNBLEACHED84X26,BOX,BOX,,J,Pre-Rolls,61,J1,BrownCones,NewPackaging,No,69,0.6005461994758755
16246,110,170,330,2,34,5,12,900CTKUSHPRE-ROLLEDCONESHPWHITE84X26,BOX,BOX,,J,Pre-Rolls,10,J2,WhiteCones,Next250,No,69,1.5491933384829668
16247,114.4,196,392,3,49,4,20.4,1000CTKUSHPRE-ROLLEDCONESUNBLEACHED70X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,OtherPackaging,No,64,
16257,256.66666666666663,630,1175,5,126,5,74.66666666666667,8CTKUSHGOLDPAPERCONEKINGSIZE,BOX,BOX,,J,Pre-Rolls,85,J3,RetailPacks,NewPackaging,No,48,1.3254669913272223
16258,1.5,10,2,7,10,1,8.5,8CTKUSHGOLDHPCONEKINGSIZE,BOX,BOX,,J,Pre-Rolls,18,J3,RetailPacks,NewPackaging,No,48,0.971825316
16268,39.75,63,126,1,21,3,7.75,800CTKUSHPRE-ROLLEDCONESORGHP109X26,BOX,BOX,,J,Pre-Rolls,,J2,WhiteCones,Next250,No,69,
16344,23.33333333333333,70,104,5,14,5,9.333333333333334,20CTKINGPALMMINIMANGOOGFLAVOR,BOX,BOX,C,K,RollingSupplies,36,K2,BluntWraps,OtherPackaging,No,40,0.7200822998230957
16347,42,85,135,5,17,5,8.6,20CTKINGPALMMINISUGAPUNCHFLAVOR,BOX,BOX,C,K,RollingSupplies,35,K2,BluntWraps,OtherPackaging,No,40,0.7010196655077313
16349,10,20,34,1,4,5,2,15CTKINGPALMMINIPINEDRIPFLAVOR,BOX,BOX,,K,RollingSupplies,6,K2,BluntWraps,OtherPackaging,No,74,0.816496581
16351,22.5,60,101,3,12,5,7.5,20CTKINGPALMSLIMBERRYTERPSFLAVOR,BOX,BOX,C,K,RollingSupplies,19,K2,BluntWraps,OtherPackaging,No,45,0.8885233166386386
16352,10,30,56,3,6,5,4,20CTKINGPALMSLIMMARGARITAFLAVOR,BOX,BOX,C,K,RollingSupplies,4,K2,BluntWraps,OtherPackaging,No,45,1.4142135623730951
16353,20,50,98,4,10,5,6,20CTKINGPALMROLLIEGELATOCREAMFLAVOR,BOX,BOX,C,K,RollingSupplies,2,K2,BluntWraps,OtherPackaging,No,35,2.449489742783178
16354,19.2,40,78,1,10,4,5.2,20CTKINGPALMROLLIEPERFECTPEARFLAVOR,BOX,BOX,C,K,RollingSupplies,2,K2,BluntWraps,OtherPackaging,No,35,2.280350850198276
16357,30,60,107,2,12,5,6,15CTKINGPALMWRAPSBANANABLAST,BOX,BOX,,K,RollingSupplies,13,K2,BluntWraps,OtherPackaging,No,20,0.9607689228305228
16359,20.833333333333336,55,106,3,11,5,6.833333333333333,15CTKINGPALMWRAPSCROWNCOOKIES,BOX,BOX,,K,RollingSupplies,4,K2,BluntWraps,OtherPackaging,No,25,1.848422751068236
16360,20,55,104,4,11,5,7,15CTKINGPALMWRAPSGOLDENMANGO,BOX,BOX,,K,RollingSupplies,6,K2,BluntWraps,OtherPackaging,No,25,1.5275252316519468
16364,11.666666666666664,35,68,2,7,5,4.666666666666667,20CTKINGPALMKINGPINEDRIP/WATERMELONDUAL,BOX,BOX,,K,RollingSupplies,2,K2,BluntWraps,OtherPackaging,No,69,2.160246899469287
16373,28.8,60,112,4,15,4,7.8,15CTKUSHCONICALHERBALSWEET,BOX,BOX,,K,RollingSupplies,8,K2,BluntWraps,NewPackaging,No,10,1.396424004376894
16374,62.4,104,189,5,26,4,10.4,15CTKUSHCONICALHERBALKIWISTRAWBERRY,BOX,BOX,,K,RollingSupplies,19,K2,BluntWraps,OtherPackaging,No,10,1.0462967275611939
16375,,,,,,1,,1000CTKUSHPRE-ROLLEDCONESBLEACHED70X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,64,
16380,1155,3630,7260,1320,3630,1,2475,110CT109MMWRAP12MMGLASSTIPLIGHTBROWN,EA,EA,,K,RollingSupplies,,K2,BluntWraps,Next250,No,1.32,
16391,18.333333333333336,50,22,2,10,5,6.333333333333333,CTIPALUMINUMCARBONFILTER200CTBAG,BAG,BAG,,H,SmokeShopSupply,78,H19,Accessories,Next100,No,35,0.40298034988465925
16423,121.5,219,438,3,73,3,32.5,800CTRLPRE-ROLLEDCONESUNBLEACHED109X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,Top151-250,No,74.98,
16424,199.16666666666663,300,600,2,60,5,20.166666666666668,800CTRLPRE-ROLLEDCONESBLEACHED109X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,Next250,No,74.98,
16425,110.83333333333331,175,303,2,35,5,12.833333333333334,800CTRLPRE-ROLLEDCONESUNBLEACHED98X26,BOX,BOX,,J,Pre-Rolls,47,J1,BrownCones,OtherPackaging,No,74.98,0.7389853116132565
16426,70.5,153,306,14,51,3,27.5,800CTRLPRE-ROLLEDCONESBLEACHED98X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,Top151-250,No,74.98,
16427,207.5,295,504,1,59,5,17.5,900CTRLPRE-ROLLEDCONESUNBLEACHED84X26,BOX,BOX,,J,Pre-Rolls,86,J1,BrownCones,NewPackaging,No,74.98,0.63794729
16428,133.5,222,444,5,74,3,29.5,900CTRLPRE-ROLLEDCONESBLEACHED84X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,Next250,No,74.98,
16429,76.5,123,246,5,41,3,15.5,1000CTRLPRE-ROLLEDCONESUNBLEACHED70X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,Next250,No,74.98,
16430,34.16666666666667,95,189,3,19,5,12.166666666666666,1000CTRLPRE-ROLLEDCONESBLEACHED70X26,BOX,BOX,,J,Pre-Rolls,1,J1,BrownCones,Next250,No,74.98,4.932882862316247
16504,85.83333333333334,185,258,12,37,5,19.833333333333332,25CTRICKROSSHPHOPWRAPSROZAYSTRAWBERRY,BOX,BOX,,K,RollingSupplies,112,K2,BluntWraps,OtherPackaging,No,13.98,0.5951190357119042
16505,70,175,247,13,35,5,21,25CTCHEECH&CHONGHPWRAPSLEMONLOVE,BOX,BOX,,K,RollingSupplies,103,K2,BluntWraps,OtherPackaging,No,15,0.6385663554332174
16506,60,195,330,14,39,5,27,25CTCHEECH&CHONGHPWRAPSGRANDADDYPURP,BOX,BOX,,K,RollingSupplies,60,K2,BluntWraps,Next250,No,19,0.9486832980505138
16511,1.5,10,20,7,10,1,8.5,8CTKUSHGOLDPAPERTUBEW/GLASSTIPKINGSIZE,BOX,BOX,,J,Pre-Rolls,,J3,RetailPacks,NewPackaging,No,60,
16512,3.5,12,24,5,12,1,8.5,8CTKUSHGOLDHPTUBEW/GLASSTIPKINGSIZE,BOX,BOX,,J,Pre-Rolls,,J3,RetailPacks,NewPackaging,No,60,
16544,92,220,-552,12,55,4,32,2CTROSEPETALKINGSIZECONETUBE,EA,EA,,K,RollingSupplies,992,K2,BluntWraps,OtherPackaging,No,10,0.254000254
16545,139.2,232,424,7,58,4,23.2,24CTROSEPETALKINGSIZECONEDISPLAY,BOX,BOX,,K,RollingSupplies,40,K2,BluntWraps,Next250,No,110,1.0770329614269007
16677,0,0,-50,10,10,0,10,600CTRAWBULKPRE-ROLLEDCONES70/24,BOX,BOX,,J,Pre-Rolls,50,J1,BrownCones,NewPackaging,No,70,0.6324555320336759
16714,,,,,,1,,1100CTHARASUPPLYUNBLEACHEDBROWN70X20,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
16715,,,,,,1,,1100CTHARASUPPLYORGANICHEMP70X20,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
16716,,,,,,1,,900CTHARASUPPLYUNBLEACHEDBROWN84X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
16717,,,,,,1,,900CTHARASUPPLYBLEACHEDWHITE84X26,BOX,BOX,,J,Pre-Rolls,,J2,WhiteCones,NewPackaging,No,,
16718,,,,,,1,,900CTHARASUPPLYORGANICHEMP84X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
16719,,,,,,1,,800CTHARASUPPLYUNBLEACHEDBROWN98X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
16720,,,,,,1,,800CTHARASUPPLYBLEACHEDWHITE98X26,BOX,BOX,,J,Pre-Rolls,,J2,WhiteCones,NewPackaging,No,,
16721,,,,,,1,,800CTHARASUPPLYORGANICHEMP98X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
16722,,,,,,1,,800CTHARASUPPLYBLEACHEDWHITE109X26,BOX,BOX,,J,Pre-Rolls,,J2,WhiteCones,NewPackaging,No,,
16723,,,,,,1,,800CTHARASUPPLYORGANICHEMP109X26,BOX,BOX,,J,Pre-Rolls,,J1,BrownCones,NewPackaging,No,,
1950-000500,,,,,,1,,"Cores3""IDx.500""longx.125""thick750/Box",BOX,BOX,,PS,PrintShop,7,PS1,PrintShopSupplies,NotApplicable,No,,
1950-001000,,,,,,1,,"Cores3""IDx1.000""longx.125""thick700/Box",BOX,BOX,,PS,PrintShop,6,PS1,PrintShopSupplies,NotApplicable,No,,
1950-003000,,,,,,1,,"Cores3""IDx3.000""longx.125""thick210/Box",BOX,BOX,,PS,PrintShop,10,PS1,PrintShopSupplies,NotApplicable,No,,
1CT-CBX-320-MD,,,,,,1,,1CT-CUSTOM-BOX-320CBD-MILKDUDZ-X7,EA,EA,,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
